sentence,kmeans_cluster,x,y
mẫu xích hợp,5,-34.278748,42.6786
thanks,8,41.188011,62.754238
vầy,0,-65.875809,-28.142878
hộp đựng bát đĩa trẻ,9,-27.256714,5.645831
cảm ơn shop,8,66.349945,35.4188
shop hình,9,-12.954966,31.062443
shop chữ y,9,-2.336769,12.575966
thân 74,0,-63.413986,-20.624636
cầu thang chỗ 79cm,5,-36.083351,38.122833
cộng 90cm,0,-55.455719,-8.455467
cửa cầu thang ảnh gắn cửa,5,-34.612801,40.232491
shop ship bao nhiêu nhỉii,8,40.1436,16.144178
ship bao nhiêu shop,8,44.255978,16.213097
cám ơn nhea,3,62.132446,6.56067
giao hàng quên,1,-16.520056,-29.413866
tặng kèm 2 bình sữa hả,4,25.278423,10.455768
ok,3,46.91428,-3.232726
sản phẩm shop,10,27.242178,-66.703461
đặt shopee,0,-58.368187,5.416778
đặt hàng shopee,0,-52.837868,9.962767
mẫu bao nhiêu,8,50.31007,38.669048
mẫu bao nhiêu,8,50.310623,38.6693
gian cầu trượt xích đu,5,-45.750835,43.639202
mẫu quây,2,-16.680214,62.516296
hình,5,-48.4711,30.388275
giá máy,4,27.419247,13.533639
https //www facebook com/1454523434857990/pós/2357077891269202/,6,2.017944,-43.038143
mẫu shop sẵn,2,6.520919,37.954548
sẵn xe đẩy tập đi bé,2,-7.523757,53.802532
oai,7,-63.235027,-29.596405
cửa hàng tiki shop,1,-1.915099,0.727251
ạh,0,-39.515701,6.131984
gọi,0,-73.984795,-14.211343
điện thoại bưu tá,7,-33.666519,-35.357922
ok thanks p,1,9.468754,-30.038343
hôm tiệm 19h tối,1,-30.086374,-20.072264
hề gọi áh,7,-36.820999,-20.420097
ok gọi,1,-14.893886,-27.931488
bưu tá đi phát hôm,1,-22.663063,-10.892715
check vận đơn liên hệ ngừoi,1,-19.858879,-16.783203
dùm,0,-32.881706,-16.866211
ngừoi àh,7,-65.709717,-30.553284
ok,3,46.528877,-8.715564
màu xanh,6,22.654055,-74.870544
p107 a cư m3m4 91 nguyễn chí điện thoại 0988900204 mai giao giúp tầm chiều tối tầm,10,24.305592,-43.373829
giao nguyên chí hà nội,10,38.395607,-40.567463
hàng,6,-18.837406,-71.360268
mua thảm nhạc umoo,5,-22.051846,37.953106
mẫu tủ,2,12.364418,30.618795
shop cửa hôm,1,-1.94751,0.765414
liệu order tết,0,-44.40773,-8.820334
shopee màu ghi,8,27.867306,47.758553
order màu,8,28.579956,38.316391
ghế dây an toàn,4,4.191875,-4.08885
xúc xắc gặm nướu 2 yếm chống thấm,0,-45.175938,-0.638113
đặt đc,1,-19.584347,-4.053905
mấy sản phẩm đặt shopee shop,10,25.28393,-59.88187
shop,3,49.988823,-25.62483
ok,3,45.252735,-5.974355
ship hàng,6,2.646476,-49.901062
đặt 1 chắn 2m 1 chắn 2m2,5,-26.030521,42.211258
ship 18 lô 4 đền lừ 2 giường hoàng văn thụ hoàng mai hà nội 0964057389,10,22.266842,-36.9566
đặt chắn 2m 2m2 hàng,9,-7.4466,4.626256
nha sop,7,-37.581303,-28.621626
bao nhiêu shop,8,60.157398,46.066437
lực bao nhiêu kg,8,34.162144,22.246006
gửi ảnh giúp,1,-24.86484,-29.060974
kích thước,3,73.375847,-15.208981
kích thước,3,73.083771,-15.236696
ok,3,43.915291,-8.726161
đi tặng hỏng,4,14.655277,15.463645
mua 1,5,-24.030437,55.514553
jo xì khói,0,-65.872322,-23.343662
nồi xanh đi tặng,2,18.354313,37.73225
1 nồi đỏ ok,9,-13.939914,9.679538
mua 2 nồi cơm điện nina mua shopee,1,-2.147564,-7.754936
chút sho,0,-51.773907,-8.665425
bao nhiêu,0,-66.616852,14.118988
lều trẻ,0,-32.671162,3.851472
oie,7,-57.642189,-32.15514
cảm ơn d,3,64.676376,6.427778
lỗi,1,-0.883364,-6.18104
ok nha gửi điện thoại,7,-34.695251,-33.47163
tối a xã lắp khui,10,13.223086,-30.122616
gửi địa chỉ,7,-23.740747,-46.105175
tối mai gửi ship,6,7.682858,-49.409904
hộp hôm khui bận,1,-24.705509,-11.780484
thảm hộp xích đu,5,-41.573318,47.173664
ship nưqx,10,21.976793,-49.487995
giao,7,-29.967838,-47.593273
nôi,9,-4.207433,22.26469
shop ship thảm nhạc hôm,4,18.598257,-11.260126
cám ơn shop,3,63.492424,-1.738304
rung động,9,-21.812799,7.681015
cai giá,4,15.166722,29.566023
ok ship,6,12.206982,-45.803272
ship 1 20 ngõ 261 đường phú diễn,10,22.284035,-33.779896
giá,6,-5.261203,-62.453945
0972999201 10c3 kđt yên hoà cg hà nội,10,31.781515,-46.501976
chắn 2m,5,-29.362926,44.488308
mai ship 1 giường umo,4,14.73818,-8.552644
bé mấy,2,-1.138439,55.661724
giá ghế bao nhiêu,8,46.992432,42.868336
muộn,0,-60.077732,-19.699965
sóc sơn,10,24.838566,-31.650021
bgio,0,-65.576233,-26.404549
ôi,0,-50.362236,-11.817915
cầu thang 1 tương 1 tiền gỗ lắp,5,-33.511627,39.882591
85,7,-61.857361,-31.375767
ship hôm,6,11.212098,-53.229332
chắn cửa giá bao nhiêu hôm ship,8,40.291035,20.226852
bận gọi điện,7,-28.810125,-34.156013
0944497993,7,-38.007542,-49.286049
oke,7,-58.363861,-39.490978
ship bao nhiêu khoản,3,47.822926,13.208016
uk dùi,7,-52.633991,-36.434078
0944497993,7,-38.007542,-49.286049
0909510440,7,-40.822174,-48.856579
133 dương bá trạc p1 q8,0,-54.714333,-18.665905
hôm đặt ship 2,1,-3.611759,-14.440952
đặt 1 đoàn tàu xếp hình toys house,9,-14.493489,7.711178
hi shop,4,18.354729,22.498894
link ghế shop,5,-48.615982,24.70838
link shopee đặt hàng gửi,0,-53.172081,10.328627
bảo bao nhiêu 1,8,48.96471,17.510389
xe chạy đường ray,4,5.177282,-2.814172
toys house,9,-31.397556,24.757191
shop hộc,4,16.918722,0.14121
mày,7,-56.697468,-36.443222
re goi dau bé,0,-45.887287,3.704078
shop,3,53.405193,-23.377106
link facebook,1,-12.108074,-11.623729
link,3,67.356346,-33.112419
đu cầu trượt,5,-51.192451,46.441097
quây hola bao nhiêu ad ui,8,35.624729,26.621181
ok cảm ơn shop,3,60.933289,0.45291
xe đẩy shop lỗi shop xe đẩy b-beko bảo hành giấy bảo hành hãng 2018 nhắc bảo hành,1,-4.841171,-29.83819
lắp pin cảm ơn dây sạc,3,59.590221,5.482447
đàn sạc sạc điện 1 sạc chạy,7,-28.069365,-31.47257
shop thảm đàn shop chút,4,8.942276,24.826017
cảm ơn,6,10.003865,-70.100555
link sản phẩm,10,24.534281,-63.650639
chế độ bảo hành,1,-3.315944,-32.302864
máy hấp 5in1 bao nhiêu,4,31.580523,15.023838
giá ghế mastela mấy hấp 5in1 babymoov,9,-11.349452,28.511728
grab,1,-29.088795,-16.580046
đjă,7,-46.832661,-49.647705
grab,1,-29.088465,-16.580198
shop thể cài đặt vận,9,-6.668154,3.383285
hàng ơip,1,-21.810808,-18.707607
máy hút mũi shop,4,23.950003,10.957129
kho hàng toán thẻ shop,1,-6.624168,-0.281617
màu shop,2,16.362844,46.975063
ghế ô tô zaracos aroma 7196 giá sản phẩm,9,-8.146499,9.276202
phia gửi bến xe tầm bao nhiêu,8,31.520479,28.521254
chỗ hàng xe hà sơn - hải vân dv ship đồ,10,27.800629,-40.131893
gửi ô tô bớt tiền shop tiền ship,4,24.206364,-6.3102
hic,5,-29.712294,71.513481
ship set cầu trượt thành phố lào cai tầm bao nhiêu tiền shop,3,34.672554,-11.67807
mua hàng,5,-45.51878,20.602934
set cầu trượt chút,5,-42.164864,45.404785
màu xanh,6,22.654055,-74.870544
dậy kiểu ngủ,0,-45.01762,1.54386
ảnh mã cũ,9,-13.382648,6.51719
ảnh,5,-50.984493,33.938694
2 mẫu beko 1 2 mã,9,-4.995794,29.186308
mẫu mẫu vovo 2 chiều ok,9,-3.157251,25.550644
thể gọi kia liên hệ giao hàng cảm ơn,3,56.842319,2.012913
gọi trọng 0912433606 địa chỉ tối tầm 8h đi,7,-22.047361,-40.415092
tối mấy,1,-1.198637,-11.157405
ship địa chỉ 8- ngõ 18- khương hạ hùng 0947194517,10,16.748976,-32.322693
cảm ơn,6,10.003865,-70.100555
cảm ơn shop,8,65.936546,35.102913
thành phố hồ chí minh bao nhiêu nua thể mua app hỗ trợ vận,10,37.280331,-26.744843
phun vòi,0,-56.787853,-11.563118
thoát mấy lỗ,0,-49.131565,-1.034119
thử,1,-27.024717,-8.434813
☹️,7,-41.039764,-46.886806
hỏng,0,-48.211769,-7.756329
chiều,4,14.639225,-3.214393
thoát chân đấy,5,-20.48794,43.430363
xong thoát hình chụp đấy,1,-12.253596,-1.415223
0989144779,7,-44.312389,-46.170242
tầm 5h chiều,1,1.078895,-14.102224
ship,7,-27.101656,-58.545265
chiều tối gửi 43 ngõ 310 nghi tàm,10,11.917645,-32.010937
giá máy,4,27.419281,13.533583
ok đặt shopee,0,-50.148182,12.23077
shop thảm ghép,2,7.408819,42.532391
hộp trang size,9,-6.03325,22.93182
100k,0,-43.800091,-16.701731
ok,3,42.11927,2.525974
mẫu,2,1.854326,72.932625
tiệt trùng sấy khô fatz giá,4,29.06756,5.361605
shop,3,53.405193,-23.377106
ok,3,40.428246,-3.635965
tài khoản đi,6,-14.334527,-53.901859
thẻ điện thoại,0,-63.923759,-3.307826
0357368468,7,-38.817043,-48.237316
to n03t4 cư ngoại giao đoàn ngã tư võ chí công - xuân la,10,20.364264,-32.816784
1 det xúc xắc,0,-44.351074,6.710713
1 đàn ghita,9,-20.702942,18.798285
ship 1 bóng tập bò,9,-2.056744,30.638165
ok nha,3,60.204857,-14.363114
ok ship,6,12.20688,-45.803421
shop ship 1 chắn m8,5,-28.705162,39.0443
xe,7,-34.991081,-68.254616
shop ship 1 chắn giường m6,5,-28.533047,39.273331
xe bao nhiêu,5,-68.999023,39.13908
ship máy nhan,4,22.045773,8.588041
ghế nhựa bập bênh giá bao nhiêu,5,-34.563004,55.475929
ship chiều,10,16.466604,-51.005959
tham khảo tí,7,-38.349747,-24.479239
cảm ơn,6,10.460014,-68.808228
đấy,4,9.352531,11.558549
giá bao nhiêu đấy,8,51.25769,35.70602
xe hình,2,-5.730996,53.481865
shop,3,53.405193,-23.377106
chào shop,6,4.811396,-60.781036
thảm đàn bao nhiêu,8,40.297035,31.119907
okb,7,-40.933617,-52.49308
ship cũg,10,21.845316,-49.325806
ship,7,-27.101656,-58.545265
ok,3,46.91428,-3.232726
set bao nhiêu shop,8,56.722721,33.335403
cảm ơn,6,9.942391,-68.728348
shop xe đẩy đôi,2,-3.208273,48.965313
ghế bao nhiêu,8,48.291058,44.426365
bao nhiêu,0,-68.245598,13.023166
bao nhiêu,0,-67.869247,12.884792
hôm,2,19.380203,75.553215
0904838456,7,-39.009514,-46.393326
alooo,7,-48.024494,-44.272808
2 khay,9,-26.446522,14.180583
liền kề 12 ngõ 175 định công b7,10,11.909472,-38.255184
shop gửi ship đổi khay,1,-2.228758,-11.023222
shop đoạn í,9,-4.263282,11.503231
shop phơi,4,15.496461,0.499516
mua hehe,9,-25.227245,11.061098
tẹo đchi shop đổi,9,-35.58889,14.533606
gửi giúp 2 khay,1,-7.312796,-9.928822
liền kề 12 ngõ 175 định công b7,10,11.90936,-38.255112
shop gửi ship phí ship,4,25.836733,-16.963894
uki,7,-45.37336,-25.37311
báo tổng toán,4,24.225899,-6.90128
mẫu,2,1.409708,72.473801
cầu trượt bập bênh,5,-50.016022,43.767342
ship thảm,4,19.868467,-7.794074
mua tặng bé 1t,2,-7.340988,36.435329
chu coa xe chòi chân,2,-16.468443,46.087822
ship 1,4,19.817778,-3.009471
cảm ơn,6,10.003865,-70.100555
thông,1,-26.649426,-13.816273
ship trôi phí ship bao nhiêu,3,41.627224,10.242679
xe giá bao nhiêu s,8,35.726517,36.656033
giá bao nhiêu s,8,51.279072,34.776943
gói hàng cẩn thận giúp nha đổi sợ gãy kia khổ,1,-18.534969,-15.334978
đặt shopee hôm,0,-52.148121,10.319003
xe đẩy naddle đai giá bao bao nhiêu,8,33.754509,33.384178
giá shop,2,15.649258,65.05822
quây holla,2,-18.053038,60.49947
giá set,5,-29.446791,53.802513
ch tiết,0,-33.487827,-12.013098
màu đen rẻ màu,8,32.070374,46.449184
màu đen bao nhiêu,8,29.842785,32.341042
xe,7,-35.925823,-67.641884
shop,3,50.159584,-21.634842
cảm ơn shop,8,65.936546,35.102913
bill mhé,0,-65.691299,-23.639795
gửi đi,1,-8.311485,-15.169687
màu xanh,6,22.654055,-74.870544
toán,1,-10.485542,-36.927231
hihi,0,-72.385048,-25.540356
ship thông,10,18.754919,-21.559265
ok cảm ơn,3,69.862923,9.185672
300 hàng 250k,1,-33.068794,-19.248642
khoản triệu 50 hàng khoản,6,-9.284146,-46.1087
tài khoản,5,-50.046211,57.851402
combi,0,-62.163849,-16.711924
cốc uôbgs 360 độ,0,-39.984619,-4.58274
kích thước,3,73.207886,-14.985114
bao thảm,8,43.608616,39.88884
kích thước nưã,2,27.130972,63.293762
set bao nhiêu,8,58.300678,33.760212
shop nồi nấu chậm,9,-5.160664,10.737416
đơn 1 triệu fr ship shop,9,-3.392901,7.471983
shop hồ,10,39.916939,-27.731079
ghế dặm kia giá sale,2,10.181251,37.498264
shop,3,50.159584,-21.634842
ghế bao nhiêu,8,48.291061,44.426373
ghế sale codn bao nhiêu shop,8,33.676197,27.947586
giá,6,-6.933708,-65.299271
đẩy tháo khung thành xe đạp 3 bánh,9,0.891096,30.949322
xe đảo 2 chiều hả,2,-10.030435,47.112431
xe,7,-36.474339,-67.559715
hôm xe đẩy bảo,1,-4.973094,-17.711388
hướng,9,-19.338442,4.298535
lắp,6,-18.316944,-63.05653
hướng lắp,9,-15.454334,5.350648
ship tầm 11-13h 17h chiều trở đi,1,7.828848,-14.097589
ship,7,-27.145195,-58.012085
chuẩn,0,-65.677391,-19.873535
chắn cầu thang,5,-47.904449,40.574345
cảm ơn nha,3,71.314957,10.393195
giá thảm bao nhiêu 1m8x2m,8,39.528057,30.774714
báo giúp,5,-40.67572,20.783876
hihi,0,-72.384697,-25.540285
gửi thành phố hồ chí minh bao nhiêu,10,42.421207,-29.522539
thảm,2,-18.473209,63.15707
bao nhiêu,0,-68.514412,11.590663
hình,5,-48.470444,30.386915
mua máy tiệt trùng fat ma bình sữa sale,4,26.189404,5.299764
yep cảm ơn,3,63.501545,6.444755
phí ship bao bao nhiêu zy shop,8,40.645695,13.346992
shop,3,50.159584,-21.634842
shop ngựa cầu tuột,5,-37.756287,42.063454
kích thước bao bao nhiêu zy,8,37.594944,52.348114
giá cầu trượt bao xích đu,5,-40.156487,53.636486
shop báo giá giá cầu trượt xích đu bập bênh ngựa,5,-40.046162,48.497459
ok,3,45.364464,-3.902612
shop gửi hàng,5,-39.288082,21.36997
hình,5,-48.470768,30.387381
0969142599,7,-42.433147,-46.963654
mai phòng kế toán,10,11.779059,-29.689907
lô 41c2 kcn quang minh mê linh hà nội,10,32.003788,-45.497829
công ty cp kỹ thuật xây dựng phòng sạch chun wô,0,-45.82769,-17.555267
ok,3,45.361469,-3.893403
màu vàng,8,33.377525,46.54594
ok,3,45.361553,-3.893783
shop viết shop chất gthieu nha,4,1.921295,4.495627
miếng bo góc bàn,9,-29.026819,6.189932
giá bao nhiêu,5,-63.130989,29.495888
giá,6,-5.261203,-62.453945
khu đô thị pháp vân hoàng liệt hoàng mai hà nội,10,34.883698,-43.760979
quây 1 8x2m cầu trượt xích đu,5,-42.300587,47.048592
tiền ship bao nhiêu,3,50.67202,12.98575
ship khu đô thị pháp vân giá bao nhiêu,4,31.952738,-13.706696
ship viện 108 giá bao nhiêu,8,39.386456,16.064156
giá bao nhiêu,5,-63.130989,29.495888
